date,time,city,position,longitude,latitude,depth_value,description
2023-07-28 16:26:00,,西安,秦汉大道陆港假日酒店前至秦汉大道纺渭路段,109.07,34.40,,十字积水严重
2023-07-28 16:26:00,,西安,西部大道靖宁路,108.919562,34.164128,,十字积水严重
2023-07-28 16:26:00,,西安,新寺路、堡子村、医学院第二附属医院门口,109.056343,34.274596,,十字积水严重
2023-07-28 16:26:00,,西安,东二环东元桥向南上桥口,108.995517,34.296033,,十字积水严重
2023-07-28 16:26:00,,西安,北关十字,108.946829,34.271013,,十字积水严重
2023-09-11 22:24:00,,西安,北池头二路和曲江大道立交桥下,108.996312,34.211398,,有车辆被淹，一度无法通行
2023-09-19 19:45:00,,西安,航天中路上的北口,108.965563,34.159234,,积水严重不能通行
2023-09-11 11:17:00,,西安,长安：长兴南路（皂河路至惠民街段）,108.940877,34.149426,,积水严重已双向管制
2023-09-11 11:17:00,,西安,曲江：金泘沱公田一路,108.975368,34.181756,,积水严重已双向管制
2023-09-11 11:17:00,,西安,灞桥：唐都医院南门,109.063387,34.284897,,积水严重已双向管制
2023-09-11 11:17:00,,西安,长安：老区委十字、新华街长兴北路十字、西部大道靖宁路,108.919562,34.164128,,积水严重已双向管制
2023-09-11 11:17:00,,西安,碑林：南稍门十字积水、太乙路建设路,108.972970,34.238464,,积水严重已双向管制
2023-09-11 11:17:00,,西安,雁塔：纬二街十字,108.948592,34.222517,,积水严重已双向管制
2019-04-21 08:30:00,,西安,向阳北路与田洪正街路口东350米的铁路桥下道路,109.117556,34.307224,,在汛期经常积水
2021-07-26 19:16:00,,西安,大唐芙蓉园门口,108.974360,34.212717,,已成海
2020-07-10 18:46:00,,西安,未央区贞观路南口,108.960297,34.325038,,积水严重
2020-07-31 10:23:00,,西安,西南郊区域的行洪通道大环河,116.34,39.85,,
2021-07-26 13:48:00,,西安,曲江新区大唐芙蓉园,108.974360,34.212717,,积水严重
2020-07-30 16:55:00,,西安,南二环长安立交桥下,108.94,34.23,,积水较深，已经没过小腿
2019-08-16 14:42:00,,西安,深圳路西段、西安路和天津路交界处,108.88,34.24,,
2023-09-12 14:29:00,,西安,长安区的韦曲老街,108.945561,34.158393,,有商户被洪水冲倒
2023-09-11 13:55:00,,西安,长安：长兴南路(皂河路至惠民街段),108.940877,34.149426,,
2023-09-11 13:55:00,,西安,曲江：金泘沱公田一路,108.975368,34.181756,,
2023-09-11 13:55:00,,西安,灞桥：穆将王立交,109.052613,34.251308,,
2023-09-11 13:55:00,,西安,靖宁路南北双向,108.919562,34.164128,,
2023-09-11 13:55:00,,西安,新华街长兴北路东西双向至青年北街,108.936348,34.159841,,
2023-09-11 13:55:00,,西安,绿园十字南北双向至惠民街、东西双向至老区委,108.93,34.15,,
2023-09-11 13:55:00,,西安,高新：唐延路科技八路隧道口,108.889184,34.205161,,
2023-09-11 13:55:00,,西安,新城：东二环互助路桥南口,116.44,39.87,,
2023-09-11 13:55:00,,西安,环东路朝阳门隧道南向北,108.972357,34.273308,,
2023-09-11 13:55:00,,西安,曲江：新开门转盘东侧、龙游南路新开门街,108.993674,34.204709,,
2023-09-11 13:55:00,,西安,乐游北路丁字已,108.967732,34.226134,,
2023-10-11 18:49:00,,西安,永丰街道谷水佳苑小区出入口,109.316459,34.147768,,有大量积水
2020-07-11 23:14:00,,西安,高陵区东环城路和东方红路十字,109.094711,34.530113,,路面积水现象
2023-06-03 19:54:00,,西安,高新：雷甘路,108.839045,34.128359,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,港浐：元朔大道,108.930848,34.369249,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,纺渭路铁路高架桥下,108.803189,34.236101,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,高陵：泾吴涵洞,108.981595,34.471906,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,长安：学府大街（郭杜南街至苍台西路段）东西双向,108.862000,34.155058,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,新关路桥西村,109.208757,34.510887,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,鄠邑：古城西路,108.592091,34.123766,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,碑林：经九路化工南巷口,108.981624,34.238422,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,天谷二路（云水一路到云水二路）,108.833751,34.228831,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,省道107罗汉洞村口,109.124681,34.348815,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,西太路,108.846640,34.169140,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,未央：石化大道北徐十字,108.864475,34.322447,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,西部大道（靖宁路至府东一路段）东向西方向,108.92,34.17,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,包茂高速桥东,108.971320,34.389872,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,临潼：108国道严上村高速路涵洞,109.250067,34.419968,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,明光路凤城二路,108.936566,34.316872,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,吉星路平安不动产3号门口,109.028246,34.527405,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,泾高南路渭阳路口,109.014333,34.482335,,积水，已进行交通管制
2023-06-03 19:54:00,,西安,尚稷路皂河东路路面积水,108.845326,34.362929,,积水，已进行交通管制
2023-06-03 13:35:00,,西安,碑林:经九路化工南巷口,108.981624,34.238422,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,天谷二路(云水一路到云水二路),108.833751,34.228831,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,省道107罗汉洞村口,109.124681,34.348815,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,西太路,108.846640,34.169140,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,长鸣路和记万佳门口,108.920823,34.206794,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,昆明路4号桥,108.881004,34.252108,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,西部大道(靖宁路至府东一路段)东向西方向,108.85,34.17,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,香积大街(西沣路至南小张村口段)东西双向,108.854596,34.142631,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,西汤线(天王村段)西向东方向,109.06,34.05,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,终南大道(博物馆门口)东向西方向,109.083434,34.133450,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,渭阳一路,109.070205,34.471307,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,108省道骊山新家园至高速路口段,109.168766,34.365050,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,新闫路滩张北路口路面,116.35,39.60,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,火车站涵洞,108.96,34.28,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,秦王一路马陵公园积水路段,109.187862,34.467945,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,尚稷路地铁公司西向东,108.916144,34.383317,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,渭高南路与渭阳路十字北口,109.011095,34.515074,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,上林路由北向南路西侧,108.217239,34.159591,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,华胥镇西北家具工业园内新港大道,109.164839,34.222882,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,高新:雷甘路,108.839045,34.128359,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,港浐:元朔大道,108.930848,34.369249,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,高陵:泾吴涵洞,108.981595,34.471906,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,未央:石化大道北徐十字东侧200米,108.864475,34.322447,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,太华路红旗东路十字,108.987362,34.353963,,积水严重一侧临时封闭禁止通行
2023-06-03 13:35:00,,西安,临潼:新关路桥西村,109.208757,34.510887,,积水严重一侧临时封闭禁止通行
2023-09-11 22:24:00,,西安,北池头二路和曲江大道立交桥,108.996312,34.211398,,有车辆被淹，一度无法通行，有三轮车摊位被积水推走
2023-09-11 22:24:00,,西安,韦曲老街,108.945561,34.158393,,有车辆被淹，一度无法通行，有三轮车摊位被积水推走
2023-09-11 15:00:00,,西安,太乙立交,108.973269,34.232910,,积水漫过路边停放的电动车、共享单车大半；匆匆赶路的人卷起裤腿从桥下过，有路段积水已至腰部；水流涌进菜市场
2023-09-11 13:39:56,,西安,长安区韦曲老街,108.945561,34.158393,,连人带车被水冲走
2023-09-11 13:53:23,,西安,长兴南路（皂河路至惠民街段）,108.940877,34.149426,,
2023-09-11 13:53:23,,西安,金泘沱公田一路,108.975368,34.181756,,
2023-09-11 13:53:23,,西安,穆将王立交,109.052613,34.251308,,
2023-09-11 13:53:23,,西安,纺西街纺四路至纺五路段,109.069571,34.260253,,
2023-09-11 13:53:23,,西安,唐延路科技八路隧道,108.889184,34.205161,,
2023-09-11 13:53:23,,西安,东二环互助路桥南口,108.991644,34.259766,,
2023-09-11 13:53:23,,西安,环东路朝阳门隧道南向北,108.972357,34.273308,,
2023-09-11 13:53:23,,西安,新开门转盘东侧、龙游南路新开门街,108.993674,34.204709,,
2023-09-11 13:53:23,,西安,乐游北路丁字,108.967732,34.226134,,
2023-09-19 18:03:00,,西安,西汉高速汉中方向西余铁路桥,108.827478,34.188677,,有部分积水
2023-09-11 16:00:00,,西安,长安区韦曲老街,108.945561,34.158393,,积水严重
2023-09-11 12:21:00,,西安,地铁4号线金滹沱站外公田一路,109.01,34.14,,道路积水严重
2023-09-11 13:39:00,,西安,长兴南路（皂河路至惠民街段）,108.940877,34.149426,,积水严重
2023-09-11 13:39:00,,西安,金泘沱公田一路,108.975368,34.181756,,积水严重
2023-09-11 13:39:00,,西安,穆将王立交积,109.052613,34.251308,,积水严重
2023-09-11 13:39:00,,西安,纺西街纺四路至纺五路段,109.069571,34.260253,,积水严重
2023-09-11 13:39:00,,西安,唐延路科技八路隧道口,108.889184,34.205161,,积水严重
2023-09-11 13:39:00,,西安,东二环互助路桥南口,108.991644,34.259766,,积水严重
2023-09-11 13:39:00,,西安,环东路朝阳门隧道南向北,108.972357,34.273308,,积水严重
2023-09-11 13:39:00,,西安,新开门转盘东侧、龙游南路新开门街,108.993674,34.204709,,积水严重
2023-09-11 13:39:00,,西安,乐游北路丁字,108.967732,34.226134,,积水严重
2023-09-11 12:05:38,,西安,互助路桥南口,108.991644,34.259766,,积水影响交通
2023-09-11 12:05:38,,西安,长安：长兴南路(皂河路至惠民街段),108.940877,34.149426,,积水影响交通
2023-09-11 12:05:38,,西安,曲江：金泘沱公田一路,108.975368,34.181756,,积水影响交通
2023-09-11 12:05:38,,西安,灞桥：穆将王立交和半坡立交,109.046472,34.277240,,积水影响交通
2023-09-11 12:05:38,,西安,灞桥：唐都医院南门,109.063387,34.284897,,积水影响交通
2023-09-11 12:05:38,,西安,高新：唐延路科技八路隧道口,108.889184,34.205161,,积水影响交通
2023-09-11 12:05:38,,西安,碑林：太乙立交桥下、南稍门十字、兴庆桥下、南大街、友谊东路太乙路,108.972970,34.238464,,积水影响交通
2023-09-11 12:05:38,,西安,雁塔：纬二街十字,108.948592,34.222517,,积水影响交通
2023-09-11 12:05:38,,西安,西影路乐游路口,108.990895,34.229032,,积水影响交通
2023-09-11 12:05:38,,西安,高新：西太路大良村、西太路雷甘路,108.839045,34.128359,,积水影响交通
2023-09-11 18:04:28,,西安,韦曲老街,108.945561,34.158393,,
2023-09-11 14:51:00,,西安,曲江南湖附近德厚街,108.828682,34.197255,,积水严重，已管制
2023-09-11 14:51:00,,西安,曲江龙湖星悦荟,108.992255,34.214690,,积水严重，已管制
2023-09-11 14:51:00,,西安,韦曲老街,108.945561,34.158393,,积水严重，已管制
2023-09-11 14:51:00,,西安,长安：长兴南路（皂河路至惠民街段）,108.940877,34.149426,,积水严重，已管制
2023-09-11 14:51:00,,西安,曲江：金泘沱公田一路,108.975368,34.181756,,积水严重，已管制
2023-09-11 14:51:00,,西安,灞桥：穆将王立交和半坡立交,109.046472,34.277240,,积水严重，已管制
2023-09-11 14:51:00,,西安,灞桥：唐都医院南门,109.063387,34.284897,,积水严重，已管制
2023-09-11 14:51:00,,西安,高新：唐延路科技八路隧道口,108.889184,34.205161,,积水严重，已管制
2023-09-11 14:51:00,,西安,碑林：太乙立交桥下、南稍门十字、兴庆桥下、南大街、友谊东路太乙路,108.972970,34.238464,,积水严重，已管制
2023-09-11 14:51:00,,西安,雁塔：纬二街十字,108.948592,34.222517,,积水严重，已管制
2023-09-11 14:51:00,,西安,高新：西太路大良村、西太路雷甘路,108.839045,34.128359,,积水严重，已管制
2023-09-20 08:59:23,,西安,韦曲老街,108.945561,34.158393,,
2023-09-11 13:31:00,,西安,长安：长兴南路（皂河路至惠民街段）,108.940877,34.149426,,积水严重、双向已管控
2023-09-11 13:31:00,,西安,曲江：金泘沱公田一路,108.975368,34.181756,,积水严重、双向已管控
2023-09-11 13:31:00,,西安,灞桥：穆将王立交,109.052613,34.251308,,积水严重、双向已管控
2023-09-11 13:31:00,,西安,新城：东二环互助路桥南口,108.99,34.26,,积水严重、双向已管控
2023-09-12 14:29:31,,西安,长安区韦曲老街,108.945561,34.158393,,因突发暴雨导致道路涨水，有商贩连同餐车被雨水冲跑
2023-09-11 22:04:45,,西安,北池头二路和曲江大道立交桥下,108.996312,34.211398,,有车辆被淹，一度无法通行，有三轮车摊位被积水推走
2023-09-11 22:04:45,,西安,韦曲老街,108.945561,34.158393,,有车辆被淹，一度无法通行，有三轮车摊位被积水推走
2021-09-28 09:28:00,,郑州,农业路文博东路向北50米路面,113.672729,34.796948,,有积水，到汽车的排气筒位置
2021-09-28 09:28:00,,郑州,北三环西向东花园路下桥口最右侧车道,113.683377,34.807645,,有积水，到汽车的排气筒位置
2021-09-28 09:28:00,,郑州,大河路三全食品厂职工宿舍门口,113.63,34.88,,有积水，到汽车的排气筒位置
2021-09-28 09:28:00,,郑州,科学大道与长椿路东西双向,113.542322,34.803602,,有积水，到汽车的排气筒位置
2021-09-28 09:28:00,,郑州,中原西路绕城高速东西双向,113.475582,34.748124,,有积水，到汽车的排气筒位置
2021-09-28 09:28:00,,郑州,中原路西四环西向南右转道,113.528440,34.758038,,有积水，到汽车的排气筒位置
2021-09-28 09:28:00,,郑州,药厂街至梧桐街雪松路段东西双向,113.555804,34.810874,,有积水，到汽车的排气筒位置
2021-09-19 16:25:00,,郑州,嵩山路航海路交叉口,113.629294,34.707746,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,雪松路（梧桐街至长椿路）路西侧,113.540929,34.794393,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,大学路南水北调南边路西侧,113.718619,34.445572,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,陇海路淮北街南口,113.636250,34.733040,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,钱塘路世贸东门,113.666826,34.741635,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,中原路福寿街交叉口南30米,113.659491,34.750778,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,大学路南水北调南北双向积水,113.54,34.82,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,南三环三大街,113.618693,34.702960,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,紫荆山路航海路，西南角,113.654620,34.720472,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,中州大道航海路西南角,113.717116,34.721826,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,中州大道郑汴路东南角,113.691876,34.746689,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,航海路朝凤路,113.733698,34.718406,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,紫荆山南路与豫一路交叉口东西双向,113.687890,34.695771,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,紫辰路管城分局门口双向,113.70,34.70,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,大孙庄小孙庄涵洞,113.848226,34.737060,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,金岱路拥军路向东至豫一路段,113.736885,34.668195,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,航海路机场高速涵洞,113.796248,34.654470,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,机场高速转航海路北向东闸道口,113.717883,34.720148,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,金岱路,113.733106,34.691663,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,管城三中处京广铁路隧道,113.77,34.63,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,省体中心东门,113.63,34.84,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,长兴路省体西门,113.625710,34.826652,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,农业南阳向西隧道,113.644748,34.789048,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,杨金路辛庄街交叉口杨金路,113.688001,34.598100,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,中州大道北四环桥下涵洞,113.720990,34.414723,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,北四环东四环交叉口向东2公里,113.649325,34.881220,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,东四环京港澳高速下桥双向,113.827960,34.625764,超过30公分,积水断行
2021-09-19 16:25:00,,郑州,敬业路复兴路向北,113.896580,34.734727,超过30公分,积水断行
2021-07-23 16:19:00,,郑州,京广北路隧道,113.654306,34.742698,,积水正以每小时20厘米左右的速度下降
2021-08-31 04:54:00,,郑州,陇海路西四环交叉口向西,113.523415,34.761625,,非机动车道通行受影响，非机动车道通行受影响，可以缓慢通行
2021-08-31 04:54:00,,郑州,陇海路新田大道,113.499424,34.714534,,非机动车道通行受影响，非机动车道通行受影响，可以缓慢通行
2021-08-31 04:54:00,,郑州,西四环高铁桥南侧路西辅道,113.53,34.82,,非机动车道通行受影响，非机动车道通行受影响，可以缓慢通行
2021-08-31 04:54:00,,郑州,建设路西四环一层辅道,113.530812,34.777301,,非机动车道通行受影响，非机动车道通行受影响，可以缓慢通行
2022-07-06 16:03:00,,郑州,西三环主道由南向北方向,113.60,34.79,,积水较深，大量积水
2023-07-29 17:11:00,,郑州,陇海西路新田大道路口,113.504798,34.728670,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,顺河路顺河北街西20米路南,113.685973,34.761702,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,西山路京广铁路涵洞主道,113.648675,34.745803,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,北四环东三环东向西辅道,113.819860,34.841883,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,京广铁路三全路通洞,113.813992,34.584676,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,龙翼四街隧道南北双向,113.754632,34.814820,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,西三环池北路西口道路,113.582829,34.826116,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,雪松路(梧桐街——药厂街),113.556770,34.788926,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,科学大道长椿路东口,113.541827,34.814266,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,三全路(秋棠路——京广铁路通洞),113.596423,34.830578,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,中州大道农业路立交南向北上桥主干道,113.707227,34.785660,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,华夏大道金柳南路转盘处,113.833092,34.697048,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,二七路市民新村北街,113.669194,34.761764,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,龙翼四街隧道,113.750157,34.810134,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,三全路京广铁路涵洞积水,113.648675,34.745803,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,西三环与建设路桥下,113.584942,34.760397,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,西山路京广铁路涵洞,113.648675,34.745803,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,S312京广铁路涵洞,113.648675,34.745803,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,杨金路,113.742024,34.845428,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,江山路北段,113.560707,34.919372,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,北四环东三环,113.556990,34.852531,,有积水车辆通行缓慢
2023-07-29 17:11:00,,郑州,大学南路收费站,113.642812,34.633004,,有积水车辆通行缓慢
2021-09-01 09:14:00,,郑州,陇海路西四环交叉口,113.600350,34.686761,,
2021-09-01 09:14:00,,郑州,陇海路新田大道,113.499424,34.714534,,
2021-09-01 09:14:00,,郑州,西四环高铁桥南侧路西辅道,113.53,34.82,,
2021-09-01 09:14:00,,郑州,建设路西四环一层辅道,113.530812,34.777301,,
2021-09-01 09:14:00,,郑州,西三环池北路向西路,113.582829,34.826116,,
2021-09-01 09:14:00,,郑州,西三环建设路往西路南，水厂门口,113.559795,34.761591,,
2021-09-01 09:14:00,,郑州,扬州路大中原汽车城,113.495035,34.762589,,
2021-09-01 09:14:00,,郑州,科隆路香蒲路,113.556632,34.785902,,
2021-09-01 09:14:00,,郑州,光华大酒店门口,116.46,39.91,,
2021-09-01 09:14:00,,郑州,建设路工农路,113.595869,34.761136,,
2021-09-01 09:14:00,,郑州,长椿路郑州大学新区东门路南,113.535910,34.817077,,
2021-07-22 21:35:00,,郑州,文苑南路与七里河南路交叉路口,113.812549,34.765702,,积水
2021-07-22 21:35:00,,郑州,郑开大道,113.947975,34.781804,,积水
2023-07-30 18:31:00,,郑州,三全路西延京广铁路隧道,113.813992,34.584676,20公分,仍处于封闭状态
2023-07-30 18:31:00,,郑州,西三环北延沿线,113.563160,34.873721,20公分,仍处于封闭状态
2023-07-30 18:31:00,,郑州,西山路京广铁路隧道,113.813992,34.584676,20公分,仍处于封闭状态
2023-07-30 18:31:00,,郑州,梧桐街雪松路口,113.556253,34.792662,20公分,仍处于封闭状态
2023-07-30 18:31:00,,郑州,嵩山南路南水北调桥处,113.628327,34.703474,20公分,仍处于封闭状态
2023-07-30 18:31:00,,郑州,大学南路南水北调桥处,113.649436,34.595896,20公分,仍处于封闭状态
2023-07-30 18:31:00,,郑州,郑平路南水北调桥处,113.724894,34.385856,20公分,仍处于封闭状态
2023-07-30 18:31:00,,郑州,西四环博体路交叉口、中原西路西四环交叉口,113.533125,34.747656,20公分,仍处于封闭状态
2023-07-30 18:31:00,,郑州,紫荆山路南水北调桥处,113.713412,34.649273,20公分,仍处于封闭状态
2021-08-30 21:09:00,,郑州,南三环大学路,113.644920,34.698682,,路面积水严重，路面积水超过半个车轮
2021-08-30 21:09:00,,郑州,国基路中州大道交叉路口,113.681682,34.819468,,路面积水严重，路面积水超过半个车轮
2023-07-30 18:31:00,,郑州,东三环北四环立交桥下,113.782247,34.760829,20公分,积水，长达200米的路段积水
2022-07-03 16:13:00,,郑州,二七路人民公园东门,113.666892,34.761246,20厘米,
2023-09-19 17:49:00,,郑州,西三环翠竹街-西三环三全路双向,113.592879,34.831898,,出现大量积水
2023-09-19 17:49:00,,郑州,雪松路梧桐街-雪松路药厂街双向因,113.555668,34.789818,,出现大量积水
2023-09-19 17:49:00,,郑州,三全路京广铁路涵洞西向东,113.648675,34.745803,,出现大量积水
2023-09-19 17:49:00,,郑州,航海路二十五大街,113.844243,34.712957,,出现大量积水
2023-09-19 17:49:00,,郑州,金岱路（拥军路至豫一路段）,113.736885,34.668195,,出现大量积水
2023-09-19 17:49:00,,郑州,金河路与开元路交叉口,113.629659,34.867266,,出现大量积水
2023-09-19 17:49:00,,郑州,文化路连霍高速下穿涵洞,113.720990,34.414723,,出现大量积水
2023-09-19 17:14:00,,郑州,西三环翠竹街-西三环三全路,113.592879,34.831898,,大量积水
2023-09-19 17:14:00,,郑州,雪松路梧桐街-雪松路药厂街双向,113.555668,34.789818,,大量积水
2023-09-19 17:14:00,,郑州,三全路京广铁路涵洞西向东,113.648675,34.745803,,大量积水
2023-09-19 17:14:00,,郑州,航海路二十五大街,113.844243,34.712957,,大量积水
2023-09-19 17:14:00,,郑州,金岱路（拥军路至豫一路段）,113.736885,34.668195,,大量积水
2023-09-19 17:14:00,,郑州,金河路与开元路交叉口,113.629659,34.867266,,大量积水
2023-09-19 17:14:00,,郑州,文化路连霍高速下穿涵洞,113.720990,34.414723,,大量积水
2023-07-21 14:32:00,,重庆,南岸区四公里积水路段,106.574429,29.512626,,
2019-07-09 16:59:00,,重庆,九龙坡辖区多处路面,106.51,29.50,50公分,
2021-07-12 21:40:00,,重庆,两江新区金山大道的中石油龙洞湾加油站两边,106.525534,29.594117,,道路积水严重，甚至有积水进入加油站，导致交通一度受阻，路面也出现大面积积水，导致车辆堵塞
2021-07-12 21:40:00,,重庆,金山大道的大坡隧道附近路段,110.857138,21.833896,,道路积水严重，甚至有积水进入加油站，导致交通一度受阻，路面也出现大面积积水，导致车辆堵塞
2021-07-16 10:14:00,,重庆,渝南分流道、李家沱百年广场等地,106.542693,29.465065,,出现少量积水，出现少量积水，目前积水已基本清除
2023-04-18 11:58:00,,重庆,渝北城区道路,106.631155,29.718087,30cm以上,
2023-04-18 20:10:00,,重庆,中央公园西站地铁站,113.797157,34.029430,,市民只能踩着防洪沙袋出行
2023-09-20 20:02:00,,重庆,九龙坡区华龙苑小区附近路段,106.450690,29.495499,,出现了积水现象，部分临街铺面也受到了一定影响
2020-08-13 06:57:00,11日17时至13日0时,北京,西客站东西隧道、玉海园东门、毛纺厂路，昌平区育知东路、中滩铁路桥，朝阳区金泰桥、红军营桥,116.41,39.90,30厘米以上,道路交通暂时中断
2020-08-13 06:57:00,11日17时至13日0时,北京,丰台区京周路十中门前（长辛店北口）、张仪村北口、云岗西路、大灰厂路，海淀区南沙窝桥、安宁庄西路、上清桥东南侧,116.211516,39.832209,30厘米以上,道路交通暂时中断
2023-09-11 14:50:00,截至12点,西安,北池头二路和曲江大道立交桥下,108.996312,34.211398,,
2023-09-11 14:50:00,截至12点,西安,新开门北路,108.992611,34.220926,,
2023-09-11 14:50:00,截至12点,西安,长安：长兴南路（皂河路至惠民街段）,108.928019,34.152825,,
2023-09-11 14:50:00,截至12点,西安,曲江：金泘沱公田一路,108.975368,34.181756,,
2023-09-11 14:50:00,截至12点,西安,灞桥：穆将王立交,109.052613,34.251308,,
2023-09-11 14:50:00,截至12点,西安,纺西街纺四路至纺五路,109.069571,34.260253,,
2023-09-11 14:50:00,截至12点,西安,长安：老区委十字到（绿园十字东西双向、樊川路至韦曲北街南北双向）,117.943348,28.181993,,
2023-09-11 14:50:00,截至12点,西安,靖宁路南北双向；新华街长兴北路东西双向至青年北街；绿园十字南北双向至惠民街、东西双向至老区委,108.93,34.15,,
2023-09-11 14:50:00,截至12点,西安,高新：唐延路科技八路隧道口,108.889184,34.205161,,
2023-09-11 14:50:00,截至12点,西安,新城：东二环互助路桥南口,107.361809,27.497701,,
2023-09-11 14:50:00,截至12点,西安,环东路朝阳门隧道,110.584676,35.666354,,
2023-09-11 14:50:00,截至12点,西安,曲江：新开门转盘东侧、龙游南路新开门街,108.993674,34.204709,,
2023-07-31 13:18:00,,北京,京港澳高速阎村段、房山部分路段,116.094505,39.719699,,有积水
2023-07-31 13:18:00,,北京,京港澳高速阎村段：京港澳高速阎村段,116.092357,39.716133,50厘米,有积水
